Layer,Projection,Eigenvalue Magnitude
Encoder_Layer_2,q_proj,0.23782693
Encoder_Layer_2,q_proj,0.24083601
Encoder_Layer_2,q_proj,0.24083601
Encoder_Layer_2,q_proj,0.25605503
Encoder_Layer_2,q_proj,0.25605503
Encoder_Layer_2,q_proj,0.18548886
Encoder_Layer_2,q_proj,0.18548886
Encoder_Layer_2,q_proj,0.18749912
Encoder_Layer_2,q_proj,0.20459531
Encoder_Layer_2,q_proj,0.20459531
Encoder_Layer_2,q_proj,0.16875362
Encoder_Layer_2,q_proj,0.16875362
Encoder_Layer_2,q_proj,0.17592537
Encoder_Layer_2,q_proj,0.17592537
Encoder_Layer_2,q_proj,0.19504508
Encoder_Layer_2,q_proj,0.19504508
Encoder_Layer_2,q_proj,0.19639742
Encoder_Layer_2,q_proj,0.19639742
Encoder_Layer_2,q_proj,0.16198617
Encoder_Layer_2,q_proj,0.16198617
Encoder_Layer_2,q_proj,0.15642425
Encoder_Layer_2,q_proj,0.15642425
Encoder_Layer_2,q_proj,0.15107837
Encoder_Layer_2,q_proj,0.15107837
Encoder_Layer_2,q_proj,0.14688739
Encoder_Layer_2,q_proj,0.14688739
Encoder_Layer_2,q_proj,0.13023102
Encoder_Layer_2,q_proj,0.11180081
Encoder_Layer_2,q_proj,0.11180081
Encoder_Layer_2,q_proj,0.119233705
Encoder_Layer_2,q_proj,0.06480478
Encoder_Layer_2,q_proj,0.07894714
Encoder_Layer_2,q_proj,0.07894714
Encoder_Layer_2,q_proj,0.04311234
Encoder_Layer_2,q_proj,0.04311234
Encoder_Layer_2,q_proj,0.0047429316
Encoder_Layer_2,v_proj,0.8368377
Encoder_Layer_2,v_proj,0.8368377
Encoder_Layer_2,v_proj,0.81244934
Encoder_Layer_2,v_proj,0.81244934
Encoder_Layer_2,v_proj,0.80356276
Encoder_Layer_2,v_proj,0.80356276
Encoder_Layer_2,v_proj,0.8065403
Encoder_Layer_2,v_proj,0.8065403
Encoder_Layer_2,v_proj,0.80130523
Encoder_Layer_2,v_proj,0.80130523
Encoder_Layer_2,v_proj,0.80048984
Encoder_Layer_2,v_proj,0.80048984
Encoder_Layer_2,v_proj,0.80232036
Encoder_Layer_2,v_proj,0.80232036
Encoder_Layer_2,v_proj,0.7946512
Encoder_Layer_2,v_proj,0.7946512
Encoder_Layer_2,v_proj,0.7746621
Encoder_Layer_2,v_proj,0.7746621
Encoder_Layer_2,v_proj,0.8193047
Encoder_Layer_2,v_proj,0.8193047
Encoder_Layer_2,v_proj,0.79873973
Encoder_Layer_2,v_proj,0.79873973
Encoder_Layer_2,v_proj,0.78876305
Encoder_Layer_2,v_proj,0.78876305
Encoder_Layer_2,v_proj,0.79301333
Encoder_Layer_2,v_proj,0.79301333
Encoder_Layer_2,v_proj,0.7720765
Encoder_Layer_2,v_proj,0.7720765
Encoder_Layer_2,v_proj,0.7829199
Encoder_Layer_2,v_proj,0.7829199
Encoder_Layer_2,v_proj,0.7785965
Encoder_Layer_2,v_proj,0.7785965
Encoder_Layer_2,v_proj,0.8212992
Encoder_Layer_2,v_proj,0.8212992
Encoder_Layer_2,v_proj,0.77639484
Encoder_Layer_2,v_proj,0.77639484
Encoder_Layer_2,v_proj,0.8214477
Encoder_Layer_2,v_proj,0.8214477
Encoder_Layer_2,v_proj,0.7869525
Encoder_Layer_2,v_proj,0.7869525
Encoder_Layer_2,v_proj,0.7982619
Encoder_Layer_2,v_proj,0.7982619
Encoder_Layer_2,v_proj,0.75671357
Encoder_Layer_2,v_proj,0.75671357
Encoder_Layer_2,v_proj,0.7830548
Encoder_Layer_2,v_proj,0.7830548
Encoder_Layer_2,v_proj,0.7830779
Encoder_Layer_2,v_proj,0.7830779
Encoder_Layer_2,v_proj,0.7986954
Encoder_Layer_2,v_proj,0.7986954
Encoder_Layer_2,v_proj,0.77253264
Encoder_Layer_2,v_proj,0.77253264
Encoder_Layer_2,v_proj,0.765463
Encoder_Layer_2,v_proj,0.765463
Encoder_Layer_2,v_proj,0.76770836
Encoder_Layer_2,v_proj,0.76770836
Encoder_Layer_2,v_proj,0.77623004
Encoder_Layer_2,v_proj,0.77623004
Encoder_Layer_2,v_proj,0.7378881
Encoder_Layer_2,v_proj,0.7378881
Encoder_Layer_2,v_proj,0.7799671
Encoder_Layer_2,v_proj,0.7799671
Encoder_Layer_2,v_proj,0.755623
Encoder_Layer_2,v_proj,0.755623
Encoder_Layer_2,v_proj,0.7332316
Encoder_Layer_2,v_proj,0.7332316
Encoder_Layer_2,v_proj,0.7462676
Encoder_Layer_2,v_proj,0.746979
Encoder_Layer_2,v_proj,0.746979
Encoder_Layer_2,v_proj,0.7504898
Encoder_Layer_2,v_proj,0.7504898
Encoder_Layer_2,v_proj,0.75604826
Encoder_Layer_2,v_proj,0.75604826
Encoder_Layer_2,v_proj,0.7341391
Encoder_Layer_2,v_proj,0.7341391
Encoder_Layer_2,v_proj,0.73696506
Encoder_Layer_2,v_proj,0.73696506
Encoder_Layer_2,v_proj,0.7419579
Encoder_Layer_2,v_proj,0.7419579
Encoder_Layer_2,v_proj,0.7404026
Encoder_Layer_2,v_proj,0.7404026
Encoder_Layer_2,v_proj,0.7378616
Encoder_Layer_2,v_proj,0.7378616
Encoder_Layer_2,v_proj,0.724937
Encoder_Layer_2,v_proj,0.724937
Encoder_Layer_2,v_proj,0.7043502
Encoder_Layer_2,v_proj,0.7043502
Encoder_Layer_2,v_proj,0.720476
Encoder_Layer_2,v_proj,0.720476
Encoder_Layer_2,v_proj,0.71023726
Encoder_Layer_2,v_proj,0.71023726
Encoder_Layer_2,v_proj,0.72441316
Encoder_Layer_2,v_proj,0.72441316
Encoder_Layer_2,v_proj,0.7064872
Encoder_Layer_2,v_proj,0.7064872
Encoder_Layer_2,v_proj,0.67957944
Encoder_Layer_2,v_proj,0.67957944
Encoder_Layer_2,v_proj,0.6873518
Encoder_Layer_2,v_proj,0.6873518
Encoder_Layer_2,v_proj,0.70387244
Encoder_Layer_2,v_proj,0.70387244
Encoder_Layer_2,v_proj,0.7081908
Encoder_Layer_2,v_proj,0.7081908
Encoder_Layer_2,v_proj,0.70324874
Encoder_Layer_2,v_proj,0.70324874
Encoder_Layer_2,v_proj,0.7034045
Encoder_Layer_2,v_proj,0.7034045
Encoder_Layer_2,v_proj,0.68836796
Encoder_Layer_2,v_proj,0.68836796
Encoder_Layer_2,v_proj,0.6955525
Encoder_Layer_2,v_proj,0.6955525
Encoder_Layer_2,v_proj,0.6809868
Encoder_Layer_2,v_proj,0.6809868
Encoder_Layer_2,v_proj,0.6793913
Encoder_Layer_2,v_proj,0.6793913
Encoder_Layer_2,v_proj,0.6720314
Encoder_Layer_2,v_proj,0.6720314
Encoder_Layer_2,v_proj,0.680125
Encoder_Layer_2,v_proj,0.680125
Encoder_Layer_2,v_proj,0.6814706
Encoder_Layer_2,v_proj,0.6814706
Encoder_Layer_2,v_proj,0.6706887
Encoder_Layer_2,v_proj,0.6706887
Encoder_Layer_2,v_proj,0.6695368
Encoder_Layer_2,v_proj,0.6695368
Encoder_Layer_2,v_proj,0.66983896
Encoder_Layer_2,v_proj,0.66983896
Encoder_Layer_2,v_proj,0.67607087
Encoder_Layer_2,v_proj,0.67607087
Encoder_Layer_2,v_proj,0.66809326
Encoder_Layer_2,v_proj,0.66809326
Encoder_Layer_2,v_proj,0.6612415
Encoder_Layer_2,v_proj,0.6612415
Encoder_Layer_2,v_proj,0.6555281
Encoder_Layer_2,v_proj,0.6555281
Encoder_Layer_2,v_proj,0.69361377
Encoder_Layer_2,v_proj,0.6461044
Encoder_Layer_2,v_proj,0.6461044
Encoder_Layer_2,v_proj,0.6752424
Encoder_Layer_2,v_proj,0.6752424
Encoder_Layer_2,v_proj,0.67079693
Encoder_Layer_2,v_proj,0.67079693
Encoder_Layer_2,v_proj,0.67998195
Encoder_Layer_2,v_proj,0.67998195
Encoder_Layer_2,v_proj,0.6699157
Encoder_Layer_2,v_proj,0.6699157
Encoder_Layer_2,v_proj,0.6809353
Encoder_Layer_2,v_proj,0.6809353
Encoder_Layer_2,v_proj,0.6625143
Encoder_Layer_2,v_proj,0.6625143
Encoder_Layer_2,v_proj,0.66813415
Encoder_Layer_2,v_proj,0.66813415
Encoder_Layer_2,v_proj,0.64971524
Encoder_Layer_2,v_proj,0.64971524
Encoder_Layer_2,v_proj,0.67068577
Encoder_Layer_2,v_proj,0.67068577
Encoder_Layer_2,v_proj,0.6674166
Encoder_Layer_2,v_proj,0.6674166
Encoder_Layer_2,v_proj,0.6536215
Encoder_Layer_2,v_proj,0.6536215
Encoder_Layer_2,v_proj,0.62997174
Encoder_Layer_2,v_proj,0.62997174
Encoder_Layer_2,v_proj,0.6552122
Encoder_Layer_2,v_proj,0.6552122
Encoder_Layer_2,v_proj,0.65248376
Encoder_Layer_2,v_proj,0.65248376
Encoder_Layer_2,v_proj,0.6401388
Encoder_Layer_2,v_proj,0.6401388
Encoder_Layer_2,v_proj,0.6375344
Encoder_Layer_2,v_proj,0.6375344
Encoder_Layer_2,v_proj,0.64284414
Encoder_Layer_2,v_proj,0.64284414
Encoder_Layer_2,v_proj,0.64199793
Encoder_Layer_2,v_proj,0.64199793
Encoder_Layer_2,v_proj,0.62564534
Encoder_Layer_2,v_proj,0.62564534
Encoder_Layer_2,v_proj,0.6428199
Encoder_Layer_2,v_proj,0.6288317
Encoder_Layer_2,v_proj,0.5990075
Encoder_Layer_2,v_proj,0.5990075
Encoder_Layer_2,v_proj,0.6155895
Encoder_Layer_2,v_proj,0.6155895
Encoder_Layer_2,v_proj,0.6289159
Encoder_Layer_2,v_proj,0.6289159
Encoder_Layer_2,v_proj,0.62143093
Encoder_Layer_2,v_proj,0.62143093
Encoder_Layer_2,v_proj,0.6296498
Encoder_Layer_2,v_proj,0.6296498
Encoder_Layer_2,v_proj,0.60025257
Encoder_Layer_2,v_proj,0.60025257
Encoder_Layer_2,v_proj,0.5929247
Encoder_Layer_2,v_proj,0.5929247
Encoder_Layer_2,v_proj,0.58580047
Encoder_Layer_2,v_proj,0.58580047
Encoder_Layer_2,v_proj,0.60475117
Encoder_Layer_2,v_proj,0.60475117
Encoder_Layer_2,v_proj,0.61792403
Encoder_Layer_2,v_proj,0.61792403
Encoder_Layer_2,v_proj,0.59953105
Encoder_Layer_2,v_proj,0.59953105
Encoder_Layer_2,v_proj,0.58721364
Encoder_Layer_2,v_proj,0.58721364
Encoder_Layer_2,v_proj,0.58065295
Encoder_Layer_2,v_proj,0.58065295
Encoder_Layer_2,v_proj,0.5793342
Encoder_Layer_2,v_proj,0.5793342
Encoder_Layer_2,v_proj,0.5802108
Encoder_Layer_2,v_proj,0.5802108
Encoder_Layer_2,v_proj,0.58766985
Encoder_Layer_2,v_proj,0.592585
Encoder_Layer_2,v_proj,0.592585
Encoder_Layer_2,v_proj,0.5910939
Encoder_Layer_2,v_proj,0.5910939
Encoder_Layer_2,v_proj,0.59022385
Encoder_Layer_2,v_proj,0.59022385
Encoder_Layer_2,v_proj,0.5701732
Encoder_Layer_2,v_proj,0.5701732
Encoder_Layer_2,v_proj,0.56582487
Encoder_Layer_2,v_proj,0.56582487
Encoder_Layer_2,v_proj,0.5933434
Encoder_Layer_2,v_proj,0.5933434
Encoder_Layer_2,v_proj,0.59095716
Encoder_Layer_2,v_proj,0.59095716
Encoder_Layer_2,v_proj,0.5740225
Encoder_Layer_2,v_proj,0.5740225
Encoder_Layer_2,v_proj,0.5509069
Encoder_Layer_2,v_proj,0.5509069
Encoder_Layer_2,v_proj,0.5808625
Encoder_Layer_2,v_proj,0.5808625
Encoder_Layer_2,v_proj,0.56630325
Encoder_Layer_2,v_proj,0.56630325
Encoder_Layer_2,v_proj,0.5575449
Encoder_Layer_2,v_proj,0.5575449
Encoder_Layer_2,v_proj,0.5634695
Encoder_Layer_2,v_proj,0.5634695
Encoder_Layer_2,v_proj,0.5790591
Encoder_Layer_2,v_proj,0.5790591
Encoder_Layer_2,v_proj,0.5513837
Encoder_Layer_2,v_proj,0.5513837
Encoder_Layer_2,v_proj,0.57647717
Encoder_Layer_2,v_proj,0.57647717
Encoder_Layer_2,v_proj,0.5605855
Encoder_Layer_2,v_proj,0.5605855
Encoder_Layer_2,v_proj,0.5404567
Encoder_Layer_2,v_proj,0.5404567
Encoder_Layer_2,v_proj,0.5709564
Encoder_Layer_2,v_proj,0.5480981
Encoder_Layer_2,v_proj,0.5480981
Encoder_Layer_2,v_proj,0.56286114
Encoder_Layer_2,v_proj,0.56286114
Encoder_Layer_2,v_proj,0.543289
Encoder_Layer_2,v_proj,0.543289
Encoder_Layer_2,v_proj,0.5528163
Encoder_Layer_2,v_proj,0.5528163
Encoder_Layer_2,v_proj,0.5310512
Encoder_Layer_2,v_proj,0.5310512
Encoder_Layer_2,v_proj,0.53227156
Encoder_Layer_2,v_proj,0.53227156
Encoder_Layer_2,v_proj,0.534052
Encoder_Layer_2,v_proj,0.534052
Encoder_Layer_2,v_proj,0.55658615
Encoder_Layer_2,v_proj,0.51560736
Encoder_Layer_2,v_proj,0.51560736
Encoder_Layer_2,v_proj,0.5385658
Encoder_Layer_2,v_proj,0.5176822
Encoder_Layer_2,v_proj,0.5176822
Encoder_Layer_2,v_proj,0.5372111
Encoder_Layer_2,v_proj,0.5372111
Encoder_Layer_2,v_proj,0.52397734
Encoder_Layer_2,v_proj,0.52397734
Encoder_Layer_2,v_proj,0.5005492
Encoder_Layer_2,v_proj,0.5005492
Encoder_Layer_2,v_proj,0.50409156
Encoder_Layer_2,v_proj,0.50409156
Encoder_Layer_2,v_proj,0.5004064
Encoder_Layer_2,v_proj,0.5004064
Encoder_Layer_2,v_proj,0.488272
Encoder_Layer_2,v_proj,0.488272
Encoder_Layer_2,v_proj,0.51623297
Encoder_Layer_2,v_proj,0.51623297
Encoder_Layer_2,v_proj,0.49536607
Encoder_Layer_2,v_proj,0.49536607
Encoder_Layer_2,v_proj,0.4878473
Encoder_Layer_2,v_proj,0.4878473
Encoder_Layer_2,v_proj,0.4932014
Encoder_Layer_2,v_proj,0.4932014
Encoder_Layer_2,v_proj,0.49808553
Encoder_Layer_2,v_proj,0.49808553
Encoder_Layer_2,v_proj,0.4908091
Encoder_Layer_2,v_proj,0.4908091
Encoder_Layer_2,v_proj,0.48919472
Encoder_Layer_2,v_proj,0.48919472
Encoder_Layer_2,v_proj,0.50822914
Encoder_Layer_2,v_proj,0.50822914
Encoder_Layer_2,v_proj,0.48583594
Encoder_Layer_2,v_proj,0.48583594
Encoder_Layer_2,v_proj,0.48292828
Encoder_Layer_2,v_proj,0.48292828
Encoder_Layer_2,v_proj,0.47813264
Encoder_Layer_2,v_proj,0.47813264
Encoder_Layer_2,v_proj,0.46753094
Encoder_Layer_2,v_proj,0.46753094
Encoder_Layer_2,v_proj,0.46570945
Encoder_Layer_2,v_proj,0.46570945
Encoder_Layer_2,v_proj,0.46772435
Encoder_Layer_2,v_proj,0.46772435
Encoder_Layer_2,v_proj,0.50237864
Encoder_Layer_2,v_proj,0.48781985
Encoder_Layer_2,v_proj,0.48781985
Encoder_Layer_2,v_proj,0.48540074
Encoder_Layer_2,v_proj,0.48540074
Encoder_Layer_2,v_proj,0.48621202
Encoder_Layer_2,v_proj,0.48621202
Encoder_Layer_2,v_proj,0.46222565
Encoder_Layer_2,v_proj,0.46222565
Encoder_Layer_2,v_proj,0.4735137
Encoder_Layer_2,v_proj,0.4735137
Encoder_Layer_2,v_proj,0.47922885
Encoder_Layer_2,v_proj,0.47922885
Encoder_Layer_2,v_proj,0.4844426
Encoder_Layer_2,v_proj,0.4844426
Encoder_Layer_2,v_proj,0.48132125
Encoder_Layer_2,v_proj,0.48132125
Encoder_Layer_2,v_proj,0.4522728
Encoder_Layer_2,v_proj,0.4522728
Encoder_Layer_2,v_proj,0.456163
Encoder_Layer_2,v_proj,0.456163
Encoder_Layer_2,v_proj,0.46715093
Encoder_Layer_2,v_proj,0.46715093
Encoder_Layer_2,v_proj,0.44299117
Encoder_Layer_2,v_proj,0.44299117
Encoder_Layer_2,v_proj,0.43405154
Encoder_Layer_2,v_proj,0.43405154
Encoder_Layer_2,v_proj,0.43312687
Encoder_Layer_2,v_proj,0.43312687
Encoder_Layer_2,v_proj,0.43785608
Encoder_Layer_2,v_proj,0.43785608
Encoder_Layer_2,v_proj,0.43154836
Encoder_Layer_2,v_proj,0.43154836
Encoder_Layer_2,v_proj,0.43269444
Encoder_Layer_2,v_proj,0.43269444
Encoder_Layer_2,v_proj,0.42708993
Encoder_Layer_2,v_proj,0.42708993
Encoder_Layer_2,v_proj,0.42738914
Encoder_Layer_2,v_proj,0.42433155
Encoder_Layer_2,v_proj,0.42433155
Encoder_Layer_2,v_proj,0.4256585
Encoder_Layer_2,v_proj,0.4256585
Encoder_Layer_2,v_proj,0.4243521
Encoder_Layer_2,v_proj,0.4243521
Encoder_Layer_2,v_proj,0.4250405
Encoder_Layer_2,v_proj,0.4250405
Encoder_Layer_2,v_proj,0.42591518
Encoder_Layer_2,v_proj,0.42591518
Encoder_Layer_2,v_proj,0.409232
Encoder_Layer_2,v_proj,0.409232
Encoder_Layer_2,v_proj,0.41177386
Encoder_Layer_2,v_proj,0.41177386
Encoder_Layer_2,v_proj,0.40717316
Encoder_Layer_2,v_proj,0.40717316
Encoder_Layer_2,v_proj,0.42394012
Encoder_Layer_2,v_proj,0.42394012
Encoder_Layer_2,v_proj,0.3995313
Encoder_Layer_2,v_proj,0.3995313
Encoder_Layer_2,v_proj,0.4154708
Encoder_Layer_2,v_proj,0.37108055
Encoder_Layer_2,v_proj,0.37108055
Encoder_Layer_2,v_proj,0.38572505
Encoder_Layer_2,v_proj,0.38572505
Encoder_Layer_2,v_proj,0.36313525
Encoder_Layer_2,v_proj,0.36313525
Encoder_Layer_2,v_proj,0.3669505
Encoder_Layer_2,v_proj,0.3669505
Encoder_Layer_2,v_proj,0.3908541
Encoder_Layer_2,v_proj,0.3908541
Encoder_Layer_2,v_proj,0.3626503
Encoder_Layer_2,v_proj,0.3626503
Encoder_Layer_2,v_proj,0.39587775
Encoder_Layer_2,v_proj,0.39587775
Encoder_Layer_2,v_proj,0.3844879
Encoder_Layer_2,v_proj,0.3844879
Encoder_Layer_2,v_proj,0.37339714
Encoder_Layer_2,v_proj,0.37339714
Encoder_Layer_2,v_proj,0.37946275
Encoder_Layer_2,v_proj,0.37946275
Encoder_Layer_2,v_proj,0.3718886
Encoder_Layer_2,v_proj,0.3718886
Encoder_Layer_2,v_proj,0.37411448
Encoder_Layer_2,v_proj,0.37411448
Encoder_Layer_2,v_proj,0.36717343
Encoder_Layer_2,v_proj,0.36717343
Encoder_Layer_2,v_proj,0.3601209
Encoder_Layer_2,v_proj,0.3601209
Encoder_Layer_2,v_proj,0.33848625
Encoder_Layer_2,v_proj,0.33848625
Encoder_Layer_2,v_proj,0.3475738
Encoder_Layer_2,v_proj,0.3475738
Encoder_Layer_2,v_proj,0.3629701
Encoder_Layer_2,v_proj,0.3629701
Encoder_Layer_2,v_proj,0.3363427
Encoder_Layer_2,v_proj,0.3363427
Encoder_Layer_2,v_proj,0.33053356
Encoder_Layer_2,v_proj,0.33053356
Encoder_Layer_2,v_proj,0.3460365
Encoder_Layer_2,v_proj,0.3511292
Encoder_Layer_2,v_proj,0.3511292
Encoder_Layer_2,v_proj,0.32234332
Encoder_Layer_2,v_proj,0.32234332
Encoder_Layer_2,v_proj,0.33844075
Encoder_Layer_2,v_proj,0.33844075
Encoder_Layer_2,v_proj,0.30812865
Encoder_Layer_2,v_proj,0.30812865
Encoder_Layer_2,v_proj,0.31846428
Encoder_Layer_2,v_proj,0.31846428
Encoder_Layer_2,v_proj,0.3127673
Encoder_Layer_2,v_proj,0.31251863
Encoder_Layer_2,v_proj,0.31251863
Encoder_Layer_2,v_proj,0.30324462
Encoder_Layer_2,v_proj,0.30324462
Encoder_Layer_2,v_proj,0.31215972
Encoder_Layer_2,v_proj,0.31215972
Encoder_Layer_2,v_proj,0.3048759
Encoder_Layer_2,v_proj,0.3048759
Encoder_Layer_2,v_proj,0.30465052
Encoder_Layer_2,v_proj,0.30465052
Encoder_Layer_2,v_proj,0.2972995
Encoder_Layer_2,v_proj,0.2972995
Encoder_Layer_2,v_proj,0.29858238
Encoder_Layer_2,v_proj,0.29858238
Encoder_Layer_2,v_proj,0.30065373
Encoder_Layer_2,v_proj,0.30065373
Encoder_Layer_2,v_proj,0.2943816
Encoder_Layer_2,v_proj,0.30690572
Encoder_Layer_2,v_proj,0.30690572
Encoder_Layer_2,v_proj,0.29020444
Encoder_Layer_2,v_proj,0.29020444
Encoder_Layer_2,v_proj,0.29323533
Encoder_Layer_2,v_proj,0.29323533
Encoder_Layer_2,v_proj,0.28321922
Encoder_Layer_2,v_proj,0.28321922
Encoder_Layer_2,v_proj,0.28783
Encoder_Layer_2,v_proj,0.28783
Encoder_Layer_2,v_proj,0.27791843
Encoder_Layer_2,v_proj,0.27791843
Encoder_Layer_2,v_proj,0.2862163
Encoder_Layer_2,v_proj,0.2862163
Encoder_Layer_2,v_proj,0.25815204
Encoder_Layer_2,v_proj,0.25815204
Encoder_Layer_2,v_proj,0.2769392
Encoder_Layer_2,v_proj,0.2662759
Encoder_Layer_2,v_proj,0.2662759
Encoder_Layer_2,v_proj,0.25552386
Encoder_Layer_2,v_proj,0.25552386
Encoder_Layer_2,v_proj,0.26285994
Encoder_Layer_2,v_proj,0.24448316
Encoder_Layer_2,v_proj,0.24448316
Encoder_Layer_2,v_proj,0.2350051
Encoder_Layer_2,v_proj,0.2350051
Encoder_Layer_2,v_proj,0.24036719
Encoder_Layer_2,v_proj,0.2192357
Encoder_Layer_2,v_proj,0.2192357
Encoder_Layer_2,v_proj,0.21117292
Encoder_Layer_2,v_proj,0.21117292
Encoder_Layer_2,v_proj,0.2138758
Encoder_Layer_2,v_proj,0.2138758
Encoder_Layer_2,v_proj,0.21126583
Encoder_Layer_2,v_proj,0.21126583
Encoder_Layer_2,v_proj,0.20923892
Encoder_Layer_2,v_proj,0.21927935
Encoder_Layer_2,v_proj,0.21927935
Encoder_Layer_2,v_proj,0.20004976
Encoder_Layer_2,v_proj,0.20004976
Encoder_Layer_2,v_proj,0.19913034
Encoder_Layer_2,v_proj,0.19913034
Encoder_Layer_2,v_proj,0.19743413
Encoder_Layer_2,v_proj,0.19743413
Encoder_Layer_2,v_proj,0.18400025
Encoder_Layer_2,v_proj,0.19311175
Encoder_Layer_2,v_proj,0.19311175
Encoder_Layer_2,v_proj,0.1842864
Encoder_Layer_2,v_proj,0.1842864
Encoder_Layer_2,v_proj,0.17652547
Encoder_Layer_2,v_proj,0.18281125
Encoder_Layer_2,v_proj,0.18281125
Encoder_Layer_2,v_proj,0.14298879
Encoder_Layer_2,v_proj,0.14298879
Encoder_Layer_2,v_proj,0.116449304
Encoder_Layer_2,v_proj,0.116449304
Encoder_Layer_2,v_proj,0.14416777
Encoder_Layer_2,v_proj,0.14416777
Encoder_Layer_2,v_proj,0.016117258
Encoder_Layer_2,v_proj,0.11910171
Encoder_Layer_2,v_proj,0.11910171
Encoder_Layer_2,v_proj,0.11068481
Encoder_Layer_2,v_proj,0.11068481
Encoder_Layer_2,v_proj,0.123754196
Encoder_Layer_2,v_proj,0.123754196
Encoder_Layer_2,v_proj,0.09543144
Encoder_Layer_2,v_proj,0.09543144
Encoder_Layer_2,v_proj,0.12791565
Encoder_Layer_2,v_proj,0.117804155
Encoder_Layer_2,v_proj,0.117804155
Encoder_Layer_2,v_proj,0.13520242
Encoder_Layer_2,v_proj,0.13650864
Encoder_Layer_2,v_proj,0.13650864
Encoder_Layer_2,v_proj,0.11925157
Encoder_Layer_2,v_proj,0.11925157
Encoder_Layer_2,v_proj,0.093398005
Encoder_Layer_2,v_proj,0.093398005
Encoder_Layer_2,v_proj,0.046375252
Encoder_Layer_2,v_proj,0.046375252
Encoder_Layer_2,v_proj,0.042499177
Encoder_Layer_3,k_proj,1.2731228
Encoder_Layer_3,k_proj,1.2984157
Encoder_Layer_3,k_proj,1.2984157
Encoder_Layer_3,k_proj,1.2190589
Encoder_Layer_3,k_proj,1.2190589
Encoder_Layer_3,k_proj,1.2444446
Encoder_Layer_3,k_proj,1.2444446
Encoder_Layer_3,k_proj,1.2090148
Encoder_Layer_3,k_proj,1.2090148
Encoder_Layer_3,k_proj,1.2141418
Encoder_Layer_3,k_proj,1.2141418
Encoder_Layer_3,k_proj,1.1981962
Encoder_Layer_3,k_proj,1.1981962
Encoder_Layer_3,k_proj,1.2092161
Encoder_Layer_3,k_proj,1.2092161
Encoder_Layer_3,k_proj,1.1581013
Encoder_Layer_3,k_proj,1.1739726
Encoder_Layer_3,k_proj,1.1464926
Encoder_Layer_3,k_proj,1.1464926
Encoder_Layer_3,k_proj,1.136361
Encoder_Layer_3,k_proj,1.136361
Encoder_Layer_3,k_proj,1.2203231
Encoder_Layer_3,k_proj,1.2203231
Encoder_Layer_3,k_proj,1.1252434
Encoder_Layer_3,k_proj,1.1252434
Encoder_Layer_3,k_proj,1.1822933
Encoder_Layer_3,k_proj,1.1822933
Encoder_Layer_3,k_proj,1.1403521
Encoder_Layer_3,k_proj,1.1403521
Encoder_Layer_3,k_proj,1.1320322
Encoder_Layer_3,k_proj,1.1320322
Encoder_Layer_3,k_proj,1.1979187
Encoder_Layer_3,k_proj,1.1979187
Encoder_Layer_3,k_proj,1.1742623
Encoder_Layer_3,k_proj,1.1742623
Encoder_Layer_3,k_proj,1.1204728
Encoder_Layer_3,k_proj,1.1204728
Encoder_Layer_3,k_proj,1.1893626
Encoder_Layer_3,k_proj,1.1893626
Encoder_Layer_3,k_proj,1.1524891
Encoder_Layer_3,k_proj,1.1524891
Encoder_Layer_3,k_proj,1.171659
Encoder_Layer_3,k_proj,1.171659
Encoder_Layer_3,k_proj,1.1564318
Encoder_Layer_3,k_proj,1.1564318
Encoder_Layer_3,k_proj,1.1078607
Encoder_Layer_3,k_proj,1.1078607
Encoder_Layer_3,k_proj,1.135948
Encoder_Layer_3,k_proj,1.135948
Encoder_Layer_3,k_proj,1.1326343
Encoder_Layer_3,k_proj,1.1326343
Encoder_Layer_3,k_proj,1.1617559
Encoder_Layer_3,k_proj,1.1617559
Encoder_Layer_3,k_proj,1.1393491
Encoder_Layer_3,k_proj,1.1393491
Encoder_Layer_3,k_proj,1.1101673
Encoder_Layer_3,k_proj,1.1101673
Encoder_Layer_3,k_proj,1.1058881
Encoder_Layer_3,k_proj,1.1058881
Encoder_Layer_3,k_proj,1.1247013
Encoder_Layer_3,k_proj,1.1247013
Encoder_Layer_3,k_proj,1.1023735
Encoder_Layer_3,k_proj,1.1023735
Encoder_Layer_3,k_proj,1.085054
Encoder_Layer_3,k_proj,1.085054
Encoder_Layer_3,k_proj,1.0985607
Encoder_Layer_3,k_proj,1.0985607
Encoder_Layer_3,k_proj,1.089989
Encoder_Layer_3,k_proj,1.089989
Encoder_Layer_3,k_proj,1.1066417
Encoder_Layer_3,k_proj,1.1066417
Encoder_Layer_3,k_proj,1.1069658
Encoder_Layer_3,k_proj,1.1069658
Encoder_Layer_3,k_proj,1.1056654
Encoder_Layer_3,k_proj,1.1056654
Encoder_Layer_3,k_proj,1.0917177
Encoder_Layer_3,k_proj,1.0917177
Encoder_Layer_3,k_proj,1.0793574
Encoder_Layer_3,k_proj,1.0793574
Encoder_Layer_3,k_proj,1.0748855
Encoder_Layer_3,k_proj,1.0748855
Encoder_Layer_3,k_proj,1.0676454
Encoder_Layer_3,k_proj,1.069365
Encoder_Layer_3,k_proj,1.069365
Encoder_Layer_3,k_proj,1.0591204
Encoder_Layer_3,k_proj,1.0591204
Encoder_Layer_3,k_proj,1.0775186
Encoder_Layer_3,k_proj,1.0775186
Encoder_Layer_3,k_proj,1.0722017
